title,date,author_source,email_phone,address_city,services_specialties,url
2 phút cùng Bác sĩ #88 – Những lưu ý trước khi làm xét nghiệm máu,2026-02-25T15:17:10.024838,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-88-nhung-luu-y-truoc-khi-lam-xet-nghiem-mau/
2 phút cùng Bác sĩ #88 – Những lưu ý trước khi làm xét nghiệm máu,2026-02-25T15:17:10.024838,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-88-nhung-luu-y-truoc-khi-lam-xet-nghiem-mau/
2 phút cùng Bác sĩ #90 – Cách nhận biết và phòng ngừa suy giảm trí nhớ cho người cao tuổi tại nhà,2026-02-25T15:17:10.232048,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-90-cach-nhan-biet-va-phong-ngua-suy-giam-tri-nho-cho-nguoi-cao-tuoi-tai-nha/
2 phút cùng Bác sĩ #90 – Cách nhận biết và phòng ngừa suy giảm trí nhớ cho người cao tuổi tại nhà,2026-02-25T15:17:10.232048,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-90-cach-nhan-biet-va-phong-ngua-suy-giam-tri-nho-cho-nguoi-cao-tuoi-tai-nha/
"2 phút cùng Bác sĩ #89 – Đau vai, khó giơ tay – coi chừng bệnh lý chóp xoay!",2026-02-25T15:17:11.016957,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-89-dau-vai-kho-gio-tay-coi-chung-benh-ly-chop-xoay/
"2 phút cùng Bác sĩ #89 – Đau vai, khó giơ tay – coi chừng bệnh lý chóp xoay!",2026-02-25T15:17:11.018064,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-89-dau-vai-kho-gio-tay-coi-chung-benh-ly-chop-xoay/
"Danh sách Người hoàn thành quá trình thực hành khám bệnh, chữa bệnh tại Bệnh viện An Bình",2026-02-25T15:17:16.331927,,,,,https://benhvienanbinh.vn/danh-sach-nguoi-hoan-thanh-qua-trinh-thuc-hanh-kham-benh-chua-benh-tai-benh-vien-an-binh/
"Danh sách Người hoàn thành quá trình thực hành khám bệnh, chữa bệnh tại Bệnh viện An Bình",2026-02-25T15:17:16.331927,,,,,https://benhvienanbinh.vn/danh-sach-nguoi-hoan-thanh-qua-trinh-thuc-hanh-kham-benh-chua-benh-tai-benh-vien-an-binh/
Thông báo mời chào giá Nâng cấp máy chủ mới,2026-02-25T15:17:16.374004,,,,,https://benhvienanbinh.vn/thong-bao-moi-chao-gia-nang-cap-may-chu-moi/
Thông báo mời chào giá Nâng cấp máy chủ mới,2026-02-25T15:17:16.374004,,,,,https://benhvienanbinh.vn/thong-bao-moi-chao-gia-nang-cap-may-chu-moi/
Lời cám ơn & công khai số tiền ủng hộ bệnh nhân Nguyễn Văn Kiệt (BN001),2026-02-25T15:17:16.541969,,,,,https://benhvienanbinh.vn/loi-cam-on-cong-khai-so-tien-ung-ho-benh-nhan-nguyen-van-kiet-bn001/
Lời cám ơn & công khai số tiền ủng hộ bệnh nhân Nguyễn Văn Kiệt (BN001),2026-02-25T15:17:16.542969,,,,,https://benhvienanbinh.vn/loi-cam-on-cong-khai-so-tien-ung-ho-benh-nhan-nguyen-van-kiet-bn001/
"Thông báo mời chào giá Cung cấp switch kết nối mạng, card màn hình, ổ cứng SSD và máy in tem nhãn dán cho Khoa Chẩn đoán hình ảnh và Khoa Xét nghiệm",2026-02-25T15:17:16.885925,,,,,https://benhvienanbinh.vn/thong-bao-moi-chao-gia-cung-cap-switch-ket-noi-mang-card-man-hinh-o-cung-ssd-va-may-in-tem-nhan-dan-cho-khoa-chan-doan-hinh-anh-va-khoa-xet-nghiem/
"Thông báo mời chào giá Cung cấp switch kết nối mạng, card màn hình, ổ cứng SSD và máy in tem nhãn dán cho Khoa Chẩn đoán hình ảnh và Khoa Xét nghiệm",2026-02-25T15:17:16.886922,,,,,https://benhvienanbinh.vn/thong-bao-moi-chao-gia-cung-cap-switch-ket-noi-mang-card-man-hinh-o-cung-ssd-va-may-in-tem-nhan-dan-cho-khoa-chan-doan-hinh-anh-va-khoa-xet-nghiem/
2 phút cùng Bác sĩ 78 – Rối loạn Lipid máu – Nguyên nhân và cách phòng ngừa,2026-02-25T15:17:23.145670,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-78-roi-loan-lipid-mau-nguyen-nhan-va-cach-phong-ngua/
2 phút cùng Bác sĩ 78 – Rối loạn Lipid máu – Nguyên nhân và cách phòng ngừa,2026-02-25T15:17:23.146672,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-78-roi-loan-lipid-mau-nguyen-nhan-va-cach-phong-ngua/
2 phút cùng Bác sĩ #77 – Hạ đường huyết – Xử trí như thế nào,2026-02-25T15:17:24.049641,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-77-ha-duong-huyet-xu-tri-nhu-the-nao/
2 phút cùng Bác sĩ #77 – Hạ đường huyết – Xử trí như thế nào,2026-02-25T15:17:24.049641,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-77-ha-duong-huyet-xu-tri-nhu-the-nao/
2 phút cùng Bác sĩ #76 – Tiêu chảy cấp ở trẻ,2026-02-25T15:17:26.175405,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-76-tieu-chay-cap-o-tre/
2 phút cùng Bác sĩ #76 – Tiêu chảy cấp ở trẻ,2026-02-25T15:17:26.175405,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-76-tieu-chay-cap-o-tre/
Hưởng ứng ngày thị giác thế giới 09/10/2025,2026-02-25T15:17:28.836523,,,,,https://benhvienanbinh.vn/huong-ung-ngay-thi-giac-the-gioi-09-10-2025/
Hưởng ứng ngày thị giác thế giới 09/10/2025,2026-02-25T15:17:28.837525,,,,,https://benhvienanbinh.vn/huong-ung-ngay-thi-giac-the-gioi-09-10-2025/
Hưởng ứng ngày sức khỏe tâm thần thế giới 10/10/2025,2026-02-25T15:17:29.149336,,,,,https://benhvienanbinh.vn/huong-ung-ngay-suc-khoe-tam-than-the-gioi-10-10-2025/
Hưởng ứng ngày sức khỏe tâm thần thế giới 10/10/2025,2026-02-25T15:17:29.149336,,,,,https://benhvienanbinh.vn/huong-ung-ngay-suc-khoe-tam-than-the-gioi-10-10-2025/
2 phút cùng Bác sĩ #75 – Gan nhiễm mỡ,2026-02-25T15:17:30.785293,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-75-gan-nhiem-mo/
2 phút cùng Bác sĩ #75 – Gan nhiễm mỡ,2026-02-25T15:17:30.787432,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-75-gan-nhiem-mo/
Tuần lễ hưởng ứng học tập suốt đời năm 2025,2026-02-25T15:17:31.447083,,,,,https://benhvienanbinh.vn/tuan-le-huong-ung-hoc-tap-suot-doi-nam-2025/
Tuần lễ hưởng ứng học tập suốt đời năm 2025,2026-02-25T15:17:31.449078,,,,,https://benhvienanbinh.vn/tuan-le-huong-ung-hoc-tap-suot-doi-nam-2025/
Hưởng ứng Ngày Tim mạch Thế giới – World Heart Day (29/9/2025),2026-02-25T15:17:35.738244,,,,,https://benhvienanbinh.vn/huong-ung-ngay-tim-mach-the-gioi-world-heart-day-29-9-2025/
Hưởng ứng Ngày Tim mạch Thế giới – World Heart Day (29/9/2025),2026-02-25T15:17:35.738244,,,,,https://benhvienanbinh.vn/huong-ung-ngay-tim-mach-the-gioi-world-heart-day-29-9-2025/
2 phút cùng Bác sĩ #74 – Vi khuẩn HP là gì? Điều trị ra sao,2026-02-25T15:17:36.160980,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-74-vi-khuan-hp-la-gi-dieu-tri-ra-sao/
2 phút cùng Bác sĩ #74 – Vi khuẩn HP là gì? Điều trị ra sao,2026-02-25T15:17:36.160980,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-74-vi-khuan-hp-la-gi-dieu-tri-ra-sao/
Hưởng ứng ngày thế giới phòng chống bệnh dại 28/9/2025,2026-02-25T15:17:37.132807,,,,,https://benhvienanbinh.vn/huong-ung-ngay-the-gioi-phong-chong-benh-dai-28-9-2025/
Hưởng ứng ngày thế giới phòng chống bệnh dại 28/9/2025,2026-02-25T15:17:37.132807,,,,,https://benhvienanbinh.vn/huong-ung-ngay-the-gioi-phong-chong-benh-dai-28-9-2025/
2 phút cùng Bác sĩ #73 – Phòng ngừa Sốt xuất huyết,2026-02-25T15:17:37.266445,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-73-phong-ngua-sot-xuat-huyet/
2 phút cùng Bác sĩ #73 – Phòng ngừa Sốt xuất huyết,2026-02-25T15:17:37.267447,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-73-phong-ngua-sot-xuat-huyet/
Hưởng ứng Ngày An toàn người bệnh Thế giới – World Patient Safety Day (17/9/2025),2026-02-25T15:17:37.296527,,,,,https://benhvienanbinh.vn/huong-ung-ngay-an-toan-nguoi-benh-the-gioi-world-patient-safety-day-17-9-2025/
Hưởng ứng Ngày An toàn người bệnh Thế giới – World Patient Safety Day (17/9/2025),2026-02-25T15:17:37.297529,,,,,https://benhvienanbinh.vn/huong-ung-ngay-an-toan-nguoi-benh-the-gioi-world-patient-safety-day-17-9-2025/
2 phút cùng Bác sĩ #72 – Vai trò của thuốc hít xịt trong điều trị COPD,2026-02-25T15:17:40.707116,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-72-vai-tro-cua-thuoc-hit-xit-trong-dieu-tri-copd/
2 phút cùng Bác sĩ #72 – Vai trò của thuốc hít xịt trong điều trị COPD,2026-02-25T15:17:40.722898,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-72-vai-tro-cua-thuoc-hit-xit-trong-dieu-tri-copd/
Lớp học Tiền sản tháng 9 – Chủ đề: “Giảm đau sản khoa”,2026-02-25T15:17:40.851540,,,,,https://benhvienanbinh.vn/lop-hoc-tien-san-thang-9-chu-de-giam-dau-san-khoa/
Lớp học Tiền sản tháng 9 – Chủ đề: “Giảm đau sản khoa”,2026-02-25T15:17:40.852538,,,,,https://benhvienanbinh.vn/lop-hoc-tien-san-thang-9-chu-de-giam-dau-san-khoa/
2 phút cùng Bác sĩ #69 – Viêm mũi xoang do nấm – Đừng chủ quan,2026-02-25T15:17:41.941676,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-69-viem-mui-xoang-do-nam-dung-chu-quan/
2 phút cùng Bác sĩ #69 – Viêm mũi xoang do nấm – Đừng chủ quan,2026-02-25T15:17:41.941676,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-69-viem-mui-xoang-do-nam-dung-chu-quan/
2 phút cùng Bác sĩ – Gây tê ngoài màng cứng trong chuyển dạ – Giảm đau khi mẹ bầu vượt cạn,2026-02-25T15:17:42.539230,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-gay-te-ngoai-mang-cung-trong-chuyen-da-giam-dau-khi-me-bau-vuot-can/
2 phút cùng Bác sĩ – Gây tê ngoài màng cứng trong chuyển dạ – Giảm đau khi mẹ bầu vượt cạn,2026-02-25T15:17:42.540228,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-gay-te-ngoai-mang-cung-trong-chuyen-da-giam-dau-khi-me-bau-vuot-can/
2 phút cùng Bác sĩ #70 – Vì sao cần phải nhịn ăn khi thực hiện xét nghiệm máu,2026-02-25T15:17:43.141114,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-70-vi-sao-can-phai-nhin-an-khi-thuc-hien-xet-nghiem-mau/
2 phút cùng Bác sĩ #70 – Vì sao cần phải nhịn ăn khi thực hiện xét nghiệm máu,2026-02-25T15:17:43.141114,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-70-vi-sao-can-phai-nhin-an-khi-thuc-hien-xet-nghiem-mau/
2 phút cùng Bác sĩ #68 – Hướng dẫn sử dụng bút tiêm Insulin,2026-02-25T15:17:45.022698,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-68-huong-dan-su-dung-but-tiem-insulin/
2 phút cùng Bác sĩ #68 – Hướng dẫn sử dụng bút tiêm Insulin,2026-02-25T15:17:45.022698,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-68-huong-dan-su-dung-but-tiem-insulin/
2 phút cùng Bác sĩ #67 – Ung thư tuyến giáp,2026-02-25T15:17:45.521165,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-67-ung-thu-tuyen-giap/
2 phút cùng Bác sĩ #67 – Ung thư tuyến giáp,2026-02-25T15:17:45.521165,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-67-ung-thu-tuyen-giap/
"Các biện pháp phòng, chống “Sốt xuất huyết”",2026-02-25T15:17:46.673087,,,,,https://benhvienanbinh.vn/cac-bien-phap-phong-chong-sot-xuat-huyet/
"Các biện pháp phòng, chống “Sốt xuất huyết”",2026-02-25T15:17:46.674085,,,,,https://benhvienanbinh.vn/cac-bien-phap-phong-chong-sot-xuat-huyet/
2 phút cùng Bác sĩ #66 – Tăng sinh lành tính tuyến tiền liệt,2026-02-25T15:17:47.574916,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-66-tang-sinh-lanh-tinh-tuyen-tien-liet/
2 phút cùng Bác sĩ #66 – Tăng sinh lành tính tuyến tiền liệt,2026-02-25T15:17:47.574916,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-66-tang-sinh-lanh-tinh-tuyen-tien-liet/
"2 phút cùng Bác sĩ #65 – Thoái hóa khớp háng – Vai trò của X-Quang, CT, MRI",2026-02-25T15:17:49.017474,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-65-thoai-hoa-khop-hang-vai-tro-cua-x-quang-ct-mri/
"2 phút cùng Bác sĩ #65 – Thoái hóa khớp háng – Vai trò của X-Quang, CT, MRI",2026-02-25T15:17:49.018472,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-65-thoai-hoa-khop-hang-vai-tro-cua-x-quang-ct-mri/
"2 phút cùng Bác sĩ #63 – Tăng huyết áp thai kỳ – Tiền sản giật: Triệu chứng, phòng ngừa để mẹ và bé luôn khỏe mạnh",2026-02-25T15:17:49.637071,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-63-tang-huyet-ap-thai-ky-tien-san-giat-trieu-chung-phong-ngua-de-me-va-be-luon-khoe-manh/
"2 phút cùng Bác sĩ #63 – Tăng huyết áp thai kỳ – Tiền sản giật: Triệu chứng, phòng ngừa để mẹ và bé luôn khỏe mạnh",2026-02-25T15:17:49.637071,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-63-tang-huyet-ap-thai-ky-tien-san-giat-trieu-chung-phong-ngua-de-me-va-be-luon-khoe-manh/
2 phút cùng Bác sĩ #64 – Quản lý và điều trị đau thắt lưng,2026-02-25T15:17:50.476376,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-64-quan-ly-va-dieu-tri-dau-that-lung/
2 phút cùng Bác sĩ #64 – Quản lý và điều trị đau thắt lưng,2026-02-25T15:17:50.476376,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-64-quan-ly-va-dieu-tri-dau-that-lung/
2 phút cùng Bác sĩ #61 – Xử lý bỏng nhiệt,2026-02-25T15:17:53.496681,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-61-xu-ly-bong-nhiet/
2 phút cùng Bác sĩ #61 – Xử lý bỏng nhiệt,2026-02-25T15:17:53.498082,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-61-xu-ly-bong-nhiet/
2 phút cùng Bác sĩ #62 – Loét tì đè – Những điều cần lưu ý,2026-02-25T15:17:53.583257,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-62-loet-ti-de-nhung-dieu-can-luu-y/
2 phút cùng Bác sĩ #62 – Loét tì đè – Những điều cần lưu ý,2026-02-25T15:17:53.583257,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-62-loet-ti-de-nhung-dieu-can-luu-y/
2 phút cùng Bác sĩ #60 – Đau dạ dày trong kì thi,2026-02-25T15:17:54.175390,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-60-dau-da-day-trong-ki-thi/
2 phút cùng Bác sĩ #60 – Đau dạ dày trong kì thi,2026-02-25T15:17:54.175390,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-60-dau-da-day-trong-ki-thi/
HƯỞNG ỨNG NGÀY BẢO HIỂM VIỆT NAM,2026-02-25T15:17:54.254957,,,,,https://benhvienanbinh.vn/huong-ung-ngay-bao-hiem-viet-nam/
HƯỞNG ỨNG NGÀY BẢO HIỂM VIỆT NAM,2026-02-25T15:17:54.256955,,,,,https://benhvienanbinh.vn/huong-ung-ngay-bao-hiem-viet-nam/
Tiêm Botulinum toxin – Giải pháp điều trị hiệu quả các rối loạn vận động thần kinh,2026-02-25T15:17:54.868950,,,,,https://benhvienanbinh.vn/tiem-botulinum-toxin-giai-phap-dieu-tri-hieu-qua-cac-roi-loan-van-dong-than-kinh/
Tiêm Botulinum toxin – Giải pháp điều trị hiệu quả các rối loạn vận động thần kinh,2026-02-25T15:17:54.869949,,,,,https://benhvienanbinh.vn/tiem-botulinum-toxin-giai-phap-dieu-tri-hieu-qua-cac-roi-loan-van-dong-than-kinh/
2 phút cùng Bác sĩ #59 – Thực phẩm chức năng – Dùng sao cho đúng,2026-02-25T15:17:57.878501,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-59-thuc-pham-chuc-nang-dung-sao-cho-dung/
2 phút cùng Bác sĩ #59 – Thực phẩm chức năng – Dùng sao cho đúng,2026-02-25T15:17:57.878501,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-59-thuc-pham-chuc-nang-dung-sao-cho-dung/
2 phút cùng Bác sĩ #58 – Dinh dưỡng mùa thi,2026-02-25T15:17:58.673733,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-58-dinh-duong-mua-thi/
2 phút cùng Bác sĩ #58 – Dinh dưỡng mùa thi,2026-02-25T15:17:58.674182,,,,,https://benhvienanbinh.vn/2-phut-cung-bac-si-58-dinh-duong-mua-thi/
Đo sức khỏe khối cơ – Bước đầu để bảo vệ sức khỏe toàn diện,2026-02-25T15:17:58.963433,,,,,https://benhvienanbinh.vn/do-suc-khoe-khoi-co-buoc-dau-de-bao-ve-suc-khoe-toan-dien/
Đo sức khỏe khối cơ – Bước đầu để bảo vệ sức khỏe toàn diện,2026-02-25T15:17:58.963433,,,,,https://benhvienanbinh.vn/do-suc-khoe-khoi-co-buoc-dau-de-bao-ve-suc-khoe-toan-dien/
